,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PE2019,Giáo dục thể chất E7,0(0-2-0-2),0,1.5,1
,PE2021,Bóng đá II,0(0-2-0-2),0,1.5,1
,PE2022,Bóng chuyền II,0(0-2-0-2),0,1.5,1
,PE2023,Bóng rổ II,0(0-2-0-2),0,1.5,1
,PE2024,Bóng ném II,0(0-2-0-2),0,1.5,1
,PE2025,Aerobic II,0(0-2-0-2),0,1.5,1
,PE2026,Cầu lông II,0(0-2-0-2),0,1.5,1
,PE2027,Bóng bàn II,0(0-2-0-2),0,1.5,1
,PE2028,Giáo dục thể chất E8,0(0-2-0-2),0,1.5,1
,PE2029,Giáo dục thể chất E9,0(0-2-0-2),0,1.5,1
,HE3010,Thực tập cơ sở,3(0-0-6-12),3,6,0.7
,HE3011,Cơ học chất lưu,3(2-1-1-6),3,4.5,0.7
,HE3020,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.7
,HE3022,Đo lường nhiệt,2(2-0-1-4),2,3.5,0.8
,HE3023,Truyền nhiệt,3(2-1-1-6),3,4.5,0.7
,HE3031,Kỹ thuật an toàn nhiệt - lạnh,2(2-0-0-4),2,2,0.8
,HE3032,Cơ sở lý thuyết điều chỉnh quá trình nhiệt,3(3-1-0-6),3,4,0.6
,HE3033,Thiết bị trao đổi nhiệt,3(2-1-1-6),3,4.5,0.7
,HE3041,Tin học ứng dụng,2(2-1-0-4),2,3,0.8
,HE3043,Vật liệu nhiệt - Lạnh,2(2-1-0-4),2,3,0.8
