,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PH5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,ET3166,Cấu trúc dữ liệu,3(3-1-0-6),3,4,0.7
,FL3586,Kỹ năng giao tiếp kỹ thuật,3(2-2-0-6),3,4,0.7
,ME5016,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
,ME5116,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,MSE3026,Vật liệu y sinh,3(2-1-0-6),3,3,0.7
,EE4443,Hệ thống điều khiển lập trình,4(3-1-0.5-8),4,5,0.7
,ET2000E,Nhập môn kỹ thuật điện-điện tử,3(2-0-2-6),3,5,0.7
,ET3300E,Thiết kế hệ thống số 2,4(4-1-0-8),4,5,0.7
,ET3230E,Điện tử tương tự I,4(3-1-1-8),4,5.5,0.7
,EE3000E,Tín hiệu và hệ thống,4(3-2-0-8),4,5,0.5
,EE5043,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
,PH5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
,IT4865,Tính toán phân tán,3(3-1-0-6),3,4,0.7
,CH4046,Thiết bị nhà máy lọc hóa dầu,2(2-1-0-4),2,3,0.7
,EE1024E,Nhập môn kỹ thuật ngành điện,2(1-1-1-4),2,3.5,0.5
,ED3280,Tâm lý học ứng dụng,2(1-2-0-4),2,3,0.7
,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,2(2-1-0-4),2,3,0.5
,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),2,3,0.6
,TEX2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.5
