,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF3507E,Hoá sinh,4(4-0-0-8),4,4,0.7
,BF3513E,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7
,CH3231E,Thí nghiệm hoá hữu cơ I,1(0-0-2-2),1,3,0.7
,CH3210E,Hóa hữu cơ II,2(2-1-0-4),2,3,0.7
,CH3007E,Thí nghiệm Hóa lý,1(0-0-2-2),1,3,0.5
,CH3232E,Thí nghiệm hoá hữu cơ II,1(0-0-2-2),1,3,0.7
,CH3340E,Thí nghiệm Hóa phân tích,2(0-0-4-4),2,6,0.7
,CH4481E,Phân tích cấu trúc bằng phổ,3(3-1-0-6),3,4,0.7
,CH4490E,Cơ sở kỹ thuật bào chế,2(2-1-0-4),2,3,0.7
,CH3840E,Động học và thiết kế thiết bị phản ứng,3(3-1-0-4),3,4,0.7
,CH4400E,Thiết bị và điều khiển quá trình,2(2-1-0-4),2,3,0.7
,TEX4492,Phát triển thiết kế sản phẩm may,2(2-1-0-4),2,3,0.6
,ME4511Q,Cảm biến & xử lý tín hiệu,2(2-1-0-4),2,3,0.7
,ME2032Q,Công nghệ Cơ khí cơ bản,2(2-1-0-4),2,3,0.7
,BF1601,Sinh học đại cương,3(2-1-1-6),3,4.5,0.6
,EM2420,Kỹ thuật hệ thống công nghiệp,3(2-1-1-6),3,4.5,0.6
,EM3419,Hệ thống sản xuất tích hợp máy,3(3-1-0-6),3,4,0.5
,BF3704E,Miễn dịch học,2(2-0-0-4),2,2,0.7
,EM3232Q,Thống kê ứng dụng và thiết kế lấy mẫu,3(3-1-0-6),3,4,0.5
,EM3512,Thị trường và các thể chế tài chính,3(3-1-0-6),3,4,0.5
