,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET4720,Xử lý tín hiệu âm thanh,2(2-1-0-4),2,3,0.7
,ET4541,Hệ thống thông tin y tế,2(2-1-0-4),2,3,0.7
,ET4491,Công nghệ chẩn đoán hình ảnh II,2(2-1-0-4),2,3,0.7
,ET4521,Thiết bị điện tử y sinh II,2(2-0-1-4),2,3.5,0.7
,ET5580,Quản lý trang thiết bị y tế,3(3-1-0-6),3,4,0.7
,ET4531,Y học hạt nhân và kỹ thuật xạ trị,2(2-1-0-4),2,3,0.7
,ET4710,Lập trình ứng dụng di động,2(2-1-0-4),2,3,0.7
,CH5711,Thí nghiệm tối ưu hóa quá trình in offset,1(0-0-2-2),1,3,0.7
,CH5712,Thiết kế dây chuyền sản xuất trong nhà máy in,3(3-1-0-6),3,4,0.7
,CH5713,Đồ án thiết kế dây chuyền sản xuất,3(0-6-0-6),3,6,0.5
,CH5714,Kiểm soát chất lượng sản phẩm in,2(2-1-0-4),2,3,0.7
,CH5715,Thí nghiệm kiểm soát chất lượng sản phẩm in,1(0-0-2-2),1,3,0.7
,CH5716,Kỹ thuật in 3D,2(2-1-0-4),2,3,0.7
,CH5718,Vật liệu bao bì,2(2-1-0-4),2,3,0.7
,CH5719,Các qui định về bao bì,2(2-1-0-4),2,3,0.7
,CH5720,Bao bì thực phẩm - y tế,2(2-1-0-4),2,3,0.7
,CH5723,Kiểm soát chất lượng bao bì,2(2-1-0-4),2,3,0.7
,CH5724,TN kiểm soát chất lượng bao bì,1(0-0-2-2),1,3,0.7
,CH5725,Tính bền vững và môi trường trong CN bao bì,2(2-1-0-4),2,3,0.7
,CH5726,ĐA thiết kế SP và dây chuyền SX bao bì,3(0-6-0-6),3,6,0.5
