,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4844,Xử lý thông tin mờ,3(3-1-0-6),3,4,0.7
,IT4851,Hệ cơ sở dữ liệu đa phương tiện,3(3-1-0-6),3,4,0.7
,IT4852,Thiết kế và quản trị cơ sở dữ liệu,3(3-1-0-6),3,4,0.7
,IT4853,Tìm kiếm thông tin và trình diễn thông tin,3(3-1-0-6),3,4,0.7
,IT4854,Quản trị dự án,3(3-1-0-6),3,4,0.7
,IT4861,Thu thập và quản trị tri thức,3(3-1-0-6),3,4,0.7
,IT4862,Học máy,3(3-1-0-6),3,4,0.7
,IT4864,Ontology và Web ngữ nghĩa,3(3-1-0-6),3,4,0.7
,IT4872,Xây dựng ứng dụng hệ thống thông tin,3(2-1-1-6),3,4.5,0.7
,IT4874,Nhập môn chương trình dịch,3(3-1-0-6),3,4,0.7
,IT4881,Tính toán mềm và Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7
,IT4882,Mật mã và Ứng dụng,3(3-1-0-6),3,4,0.7
,IT4883,Phát triển phần mềm phân tán,3(3-1-0-6),3,4,0.7
,IT4884,Các hệ thống nhúng và thời gian thực,3(3-1-0-6),3,4,0.7
,IT4891,Quản lý cấu hình phần mềm,3(3-1-0-6),3,4,0.7
,IT4892,Phương pháp và công cụ đánh giá phần mềm,3(3-1-0-6),3,4,0.7
,IT4895,Công nghệ Web tiên tiến,2(2-1-0-4),2,3,0.7
,IT4896,Các hệ thống dung lỗi và thích nghi,2(2-1-0-4),2,3,0.7
,IT4899,Hệ thống hướng tác tử,2(2-1-0-4),2,3,0.7
,IT4900,Thực tập chuyên ngành,2(0-0-4-8),2,4,0.5
