,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ED2090,Giáo dục số,2(2-0-0-4),2,2,0.7
,ED2110,Phát triển chương trình đào tạo,2(2-1-0-4),2,3,0.7
,ED3500,Trí tuệ nhân tạo trong giáo dục,2(2-1-0-4),2,3,0.7
,ED3520,Hành vi tổ chức,2(2-1-0-4),2,3,0.7
,EV2127,Truyền nhiệt trong CNMT,2(2-1-0-4),2,3,0.7
,EV3117,Hóa học môi trường,4(3-1-1-8),4,5.5,0.7
,EV4119,Kỹ thuật xử lý nước cấp,2(2-1-0-4),2,3,0.7
,MSE4462,Nhập môn mô hình hóa và mô phỏng quá trình công nghệ cán,3(2-1-0-6),3,3,0.7
,MSE4471,Công nghệ cán kim loại kép,2(2-0-0-4),2,2,0.7
,MSE4472,Công nghệ kéo kim loại,2(2-0-0-4),2,2,0.7
,MSE4473,Công nghệ cán giấy kim loại,2(2-0-0-4),2,2,0.7
,MSE4474,Công nghệ ép chảy kim loại,2(2-0-0-4),2,2,0.7
,MSE4481,Các phương pháp gia công áp lực,2(2-0-0-4),2,2,0.7
,MSE4491,Biến dạng tạo hình vật liệu bột,2(2-0-0-4),2,2,0.7
,MSE4511,Các phương pháp phân tích tổ chức và cấu trúc,3(3-0-0-6),3,3,0.7
,MSE4521,Kim loại và hợp kim phi sắt,3(3-0-0-6),3,3,0.7
,MSE4531,Hợp kim trên cơ sở sắt,3(2-1-1-6),3,4.5,0.7
,MSE4551,Đo lường & xử lý số liệu thực nghiệm,2(2-0-0-4),2,2,0.7
,MSE4561,"Ứng dụng tin học trong Vật liệu học, xử lý nhiệt và bề mặt",3(2-2-0-6),3,4,0.7
,MSE4581,Nhiệt động học trong nhiệt luyện và xử lý bề mặt,2(2-0-0-4),2,2,0.7
