,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE3384E,Thực hành thiết kế I,3(3-1-0-6),3,4,0.7
,TE3378E,Cảm biến và xử lý tín hiệu,2(2-1-0-4),2,3,0.7
,TE3300E,Các nguồn năng lượng tái tạo và quản lý,3(3-0-0-6),3,3,0.7
,TE2020E,Technical Writing and Presentation,3(2-2-0-6),3,4,0.5
,TE3250E,Lý thuyết ô tô,3(3-1-0-6),3,4,0.7
,TE3269E,Kết cấu ô tô hiện đại,3(3-1-0-6),3,4,0.7
,TE3395E,Hệ thống điện và điện tử ô tô,3(3-0-1-6),3,4.5,0.7
,TE3382E,Thiết kế ô tô hiện đại,3(3-1-0-6),3,4,0.7
,TE3361E,Cảm biến trên ô tô hiện đại,2(2-0-1-4),2,3.5,0.7
,TE3265E,Công nghệ lưu trữ năng lượng,2(2-1-0-4),2,3,0.7
,TE3302E,Đồ án Kỹ thuật ô tô,2(0-0-4-4),2,4,0.7
,MSE4122,Tinh luyện và đúc phôi thép,3(2-1-1-6),3,4.5,0.7
,MSE4132,Luyện kim phi cốc,3(2-1-1-6),3,4.5,0.7
,MSE4141,Xử lý & tái chế chất thải trong luyện kim,2(2-0-0-4),2,2,0.7
,MSE4152,Đồ án CN&TB luyện gang thép,2(0-4-0-4),2,4,0.7
,MSE4199,Lý thuyết biến dạng tạo hình,3(2-1-1-4),3,4.5,0.7
,MSE4209,Công nghệ cán,4(3-1-1-4),4,5.5,0.7
,MSE4229,Đồ án CN&TB,2(0-4-0-4),2,4,0.7
,MSE4239,Tự động hóa quá trình sản xuất,2(2-0-0-4),2,2,0.7
,MSE4249,Lập dự án xưởng tạo hình vật liệu,2(2-0-0-4),2,2,0.7
