,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4524,Hệ thống quản lý và đảm bảo chất lượng thực phẩm,3(2-2-0-6),3,4,0.7
,BF4525,Thống kê ứng dụng trong Công nghệ Thực phẩm,2(2-1-0-4),2,3,0.7
,BF4526,Marketing thực phẩm,2(2-0-0-4),2,2,0.7
,BF4527,Đồ án Chuyên ngành Quản lý chất lượng,1(0-2-0-2),1,2,0.7
,BF4531,Máy và thiết bị chế biến thực phẩm,3(3-0-0-6),3,3,0.7
,BF4532,Điều khiển tự động các quá trình công nghệ thực phẩm,2(2-1-0-4),2,3,0.7
,BF4533,Thí nghiệm chuyên ngành QTTB,2(0-0-4-4),2,6,0.7
,BF4534,Máy tự động trong sản xuất TP,2(2-0-0-4),2,2,0.7
,BF4535,Đồ án chuyên ngành QTTB,2(0-4-0-4),2,4,0.7
,BF4980,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,BF4991,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,BF4701,Kỹ thuật sinh học xử lý chất thải,3(2-2-0-6),3,4,0.7
,EV2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6
,EV4132,Chuyên đề công nghệ môi trường I,2(2-0-0-4),2,2,0.7
,EE4256,Tự động hóa và điều khiển trong kỹ thuật môi trường,2(2-1-0-4),2,3,0.5
,EV4223,Đánh giá tác động môi trường,2(2-1-0-4),2,3,0.7
,EV4225,Nguyên lý sản xuất sạch hơn,2(2-1-0-4),2,3,0.7
,EV4222,Quan trắc môi trường,3(2-0-2-6),3,5,0.7
,EV4229,Luật và chính sách môi trường,2(2-0-0-4),2,2,0.6
,EV4228,Kinh tế môi trường,2(2-1-0-4),2,3,0.6
