,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET4080Q,Mạng thông tin,3(3-0-1-6),3,4.5,0.7
,ET4090Q,Kỹ thuật siêu cao tần,3(3-1-0-6),3,4,0.7
,ET4230Q,Mạng máy tính,3(3-0-1-6),3,4.5,0.7
,ET4250Q,Hệ thống viễn thông,3(3-1-0-6),3,4,0.7
,ET4260Q,Đa phương tiện,2(2-1-0-4),2,3,0.7
,ET4280Q,Kỹ thuật mạng nâng cao,2(2-1-0-4),2,3,0.7
,ET4290Q,Hệ điều hành,2(2-1-0-4),2,3,0.7
,ET4300Q,Đa phương tiện nâng cao,2(2-1-0-4),2,3,0.7
,ET4310Q,Thông tin quang,3(3-1-0-6),3,4,0.7
,ET4330Q,Thông tin di động,2(2-1-0-4),2,3,0.7
,ET4340Q,Thiết kế VLSI,3(3-1-0-6),3,4,0.7
,ET4350Q,Điện tử công nghiệp,2(2-0-1-4),2,3.5,0.7
,ET4360Q,Thiết kế hệ nhúng,2(2-1-0-4),2,3,0.7
,ET4370Q,Kỹ thuật truyền hình,2(2-0-1-4),2,3.5,0.7
,ET4380Q,Thông tin vệ tinh,2(2-1-0-4),2,3,0.7
,ET4400Q,Đo lường tự động,2(2-1-0-4),2,3,0.7
,ET4410Q,Tổ chức và quy hoạch mạng viễn thông,2(2-1-0-4),2,3,0.7
,ET4430Q,Lập trình nâng cao,2(2-1-0-4),2,3,0.7
,ET4590Q,Cơ sở xử lý ảnh số,3(3-0-1-6),3,4.5,0.7
,ET4600Q,Công nghệ Nano,2(2-1-0-4),2,3,0.7
