,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4827,Hóa học các hợp chất thiên nhiên,3(3-0-0-6),3,3,0.7
,CH4828,Cơ chế phản ứng hóa hữu cơ,3(2-2-0-6),3,4,0.7
,CH4829,Phân tích thành phần và cấu trúc các hợp chất hữu cơ,2(2-1-0-4),2,3,0.7
,CH4830,Cơ sở hóa lập thể hữu cơ,2(2-0-0-4),2,2,0.7
,CH4831,Hóa hữu cơ ứng dụng,2(2-0-0-4),2,2,0.7
,CH4832,Các hợp chất có độc tính đối với sinh vật,2(2-0-0-4),2,2,0.7
,CH4833,Hương liệu và mỹ phẩm,2(2-0-0-4),2,2,0.7
,CH4834,Tổng hợp các hợp chất có hoạt tính sinh học,2(2-0-0-4),2,2,0.7
,CH4835,Sinh tổng hợp trong hóa học hữu cơ,2(2-0-0-4),2,2,0.7
,CH4836,Phân tích cấu trúc và thành phần các hợp chất hữu cơ,2(2-1-0-4),2,3,0.7
,CH4850,Hóa học phức chất,2(2-0-0-4),2,2,0.7
,CH4851,Hóa học và công nghệ các nguyên tố đất hiếm,2(2-0-0-4),2,2,0.7
,CH4852,Hóa học phóng xạ,3(3-0-0-6),3,3,0.7
,CH4853,Hóa sinh vô cơ,3(3-0-0-6),3,3,0.7
,CH4854,Hóa học chất rắn,3(2-0-2-6),3,5,0.7
,CH4855,Hóa học xanh,2(2-0-0-4),2,2,0.7
,CH4856,Polyme vô cơ,2(2-0-0-4),2,2,0.7
,CH4857,Vật liệu lai tạo,2(2-0-0-4),2,2,0.7
,CH4858,Chất màu vô cơ,2(2-0-0-4),2,2,0.7
,CH4875,Xử lý mẫu trong hóa phân tích,2(2-1-0-4),2,3,0.7
