,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL3221,Cú pháp học,2(2-1-0-4),2,3,0.5
,FL3151,Tiếng Anh Kỹ thuật Điện - Điện tử,2(2-1-0-4),2,3,0.5
,FL3152,Tiếng Anh Công nghệ Thông tin và Truyền thông,3(2-2-0-6),3,4,0.6
,FL3153,Tiếng Anh Cơ khí và Khoa học Vật liệu,3(2-2-0-6),3,4,0.6
,FL3154,Tiếng Anh Hoá - Môi trường,2(2-1-0-4),2,3,0.5
,FL3155,Tiếng Anh Kinh tế và Kinh doanh,2(2-1-0-4),2,3,0.5
,FL3156,Lý thuyết biên - phiên dịch,2(2-0-0-4),2,2,0.6
,FL3157,Phiên dịch,3(2-2-0-6),3,4,0.5
,FL3158,Biên dịch,3(2-2-0-6),3,4,0.5
,FL4115,Biên dịch KHCN,3(2-2-0-6),3,4,0.5
,MI3052,Nhập môn các phương pháp tối ưu,2(2-1-0-4),2,3,0.5
,FL4116,Phiên dịch KHCN,3(2-2-0-6),3,4,0.5
,ME2101,Sức bền vật liệu I,2(2-0-1-4),2,3.5,0.7
,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),3,4.5,0.7
,EE3289,Cơ sở điều khiển tự động,4(3-1-1-8),4,5.5,0.5
,EE2031,Trường điện từ,3(3-0-1-6),3,4.5,0.7
,ME2115,Vẽ kỹ thuật trên máy tính,2(2-1-0-4),2,3,0.7
,CH3071,Hóa lý,2(2-1-0-4),2,3,0.6
,CH3051,Hóa lý 1,2(2-1-0-4),2,3,0.6
,BF2901,Nhập môn công nghệ thực phẩm,2(2-0-1-4),2,3.5,0.7
