,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET4440,Cơ sở điện sinh học,2(2-1-0.5-4),2,4,0.7
,ET4450,Giải phẫu và sinh lý học,2(2-1-0-4),2,3,0.7
,ET4460,Cảm biến và KT đo lường y sinh,3(3-1-1-6),3,5.5,0.7
,ET4470,Mạch xử lý tín hiệu y sinh,2(2-0-1-4),2,3.5,0.7
,ET4480,Công nghệ chẩn đoán hình ảnh I,3(3-1-0-6),3,4,0.7
,ET4490,Công nghệ chẩn đoán hình ảnh II,3(3-1-0-6),3,4,0.7
,ET4500,Xử lý ảnh y tế,3(3-0-1-6),3,4.5,0.7
,ET4510,Thiết bị điện tử y sinh I,2(2-1-0.5-4),2,4,0.7
,ET4520,Thiết bị điện tử y sinh II,3(3-0-1-6),3,4.5,0.7
,ET4530,Y học hạt nhân và kỹ thuật xạ trị,3(3-1-0-6),3,4,0.7
,ET4540,Hệ thống thông tin y tế,3(3-1-0-6),3,4,0.7
,ET4560,Laser trong y tế,2(2-1-0-4),2,3,0.7
,ET4570,Xử lý tín hiệu y sinh số,3(3-0-1-6),3,4.5,0.7
,ET4580,Xác suất và các quá trình ngẫu nhiên,2(2-1-0-4),2,3,0.7
,ET4590,Cơ sở xử lý ảnh số,3(3-1-0-6),3,4,0.7
,ET4600,Công nghệ Nano,2(2-1-0-4),2,3,0.7
,ET5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,ET5110,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,MI3013,Toán rời rạc,3(3-1-0-6),3,4,0.7
,MI3023,Giải tích hàm,4(4-2-0-8),4,6,0.7
