,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH3304,Hóa phân tích (CN SH-TP),3(2-1-2-6),3,6,0.7
,CH3411,Quá trình và thiết bị CNHH 2 (CNSH & TP),2(2-1-0-4),2,3,0.7
,IT3050,Tiếng Anh chuyên ngành,2(2-1-0-4),2,3,0.7
,IT1016,Tin học đại cương,3(2-1-2-6),3,6,0.5
,FL3220,Từ vựng học,2(2-1-0-4),2,3,0.6
,FL3108,Tiếng Anh chuyên ngành CN Hóa - Sinh,2(2-1-0-4),2,3,0.75
,FL1405,Tiếng Pháp KSCLC 5,3(3-1-0-6),3,4,0.6
,ED3080,Nhập môn KH tự nhiên,2(1-1-0-2),2,2,0.7
,HE3013,Nhiệt động kỹ thuật,3(2-1-1-6),3,4.5,0.7
,EM3150,Kinh tế phát triển,2(2-0-0-4),2,2,0.7
,EM3522,Quản trị tài chính,4(3-2-0-8),4,5,0.6
,MI3024,Biến đổi Fourier- Laplace & Đại số ma trận,2(2-0-0-4),2,2,0.5
,PH3320,Cơ sở cộng hưởng từ & Kỹ thuật phổ vô tuyến điện cao tần,2(2-1-0-4),2,3,0.7
,ED3060,Lôgic hình thức và phương pháp luận nghiên cứu khoa học,2(2-1-0-4),2,3,0.7
,HE3021,Xây dựng và đánh giá các dự án năng lượng,2(2-1-0-4),2,3,0.8
,ICT1044,Tiếng Nhật 4,4(0-8-0-8),4,8,0.7
,ICT1052,Tiếng Nhật chuyên ngành 2, ,2,0,0.7
,IT3011,Cấu trúc dữ liệu và thuật toán,2(2-1-0-4),2,3,0.6
,IT3012,Lập trình C (nâng cao), ,2,4,0.7
,IT3021,Toán rời rạc,2(2-0-0-4),2,2,0.7
