,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4993,Đồ án nghiên cứu Cử nhân (CTTN CNTT),8(0-0-16-32),8,20,0.5
,EE4922,Đồ án nghiên cứu Cử nhân (CTTN ĐKTĐ),8(0-0-16-32),8,20,0.5
,EE4920E,Đồ án nghiên cứu Cử nhân (CTTT Hệ thống điện),8(0-0-16-32),8,20,0.5
,ET4922,Đồ án nghiên cứu Cử nhân (CTTN Điện tử truyền thông),8(0-0-16-32),8,20,0.5
,ET4921E,Đồ án nghiên cứu Cử nhân (CTTT ĐTVT),8(0-0-16-32),8,20,0.5
,MSE4989E,Đồ án nghiên cứu Cử nhân (CTTT KHVL),8(0-0-16-32),8,20,0.5
,MI4902,Đồ án nghiên cứu Cử nhân (CTTN Toán Tin),8(0-0-16-32),8,20,0.5
,EE4922E,Đồ án nghiên cứu Cử nhân (CTTT ĐKTĐH),8(0-0-16-32),8,20,0.5
,QT1529,Tiếng Đức 7,6(4-4-0-12),0,8,0.7
,EE3110E,Kỹ thuật đo lường,3(3-0-1-6),3,4.5,0.6
,EE4124E,Ổn định hệ thống điện,2(2-0-0-4),2,2,0.7
,CLG350,Tiếng Anh English Discoveries 2,4(4-2-0-8),0,0,1
,CLG400,Tiếng Anh English Discoveries 3,4(4-2-0-8),0,0,1
,CLG500,Tiếng Anh English Discoveries 5,4(4-2-0-8),0,0,1
,CLG550,Tiếng Anh English Discoveries 4,5(4-2-0-8),0,0,1
,CLG600,Tiếng Anh English Discoveries 5,5(4-2-0-8),0,0,1
,CLS400,Tiếng Anh định hướng TOEIC 400,4(4-1-0-8),0,0,1
,CLS500,Tiếng Anh định hướng TOEIC 500,4(4-1-0-8),0,0,1
,ET3231E,Điện tử tương tự,3(3-0-1-6),3,4.5,0.6
,ET3046E,Cơ sinh,3(2-1-1-6),3,4.5,0.6
