,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,HE4012,Nhà máy nhiệt điện,3(2-1-1-6),3,4.5,0.7
,HE4013,Hệ thống cung cấp nhiệt,3(3-1-0-6),3,4,0.8
,HE4014,Kỹ thuật lạnh,4(4-1-0.5-8),4,6,0.8
,HE4021,Lò hơi,3(2-1-1-6),3,4.5,0.7
,HE4022,Đồ án nhà máy nhiệt điện,1(1-0-0-2),1,2,0.75
,HE4023,Kỹ thuật cháy,3(3-1-0-6),3,4,0.8
,HE4024,Đồ án kỹ thuật lạnh,1(1-0-0-2),1,2,0.75
,HE4031,Tua bin,3(2-1-1-6),3,4.5,0.6
,HE4032,Hệ thống điều khiển quá trình nhiệt - lạnh,3(3-0-1-6),3,4.5,0.6
,HE4033,Truyền chất và cơ sở kỹ thuật sấy,3(2-1-1-4),3,4.5,0.6
,HE4041,Đồ án lò hơi,1(1-0-0-2),1,2,0.75
,HE4042,Đồ án đo lường TĐH,1(1-0-0-2),1,2,0.75
,HE4044,Tự động hoá kỹ thuật lạnh & ĐHKK,3(3-0-0-6),3,3,0.8
,HE4051,Đồ án tuabin,1(1-0-0-2),1,2,0.75
,HE4053,Lò công nghiệp,3(3-1-0-6),3,4,0.8
,HE4054,Điều hòa không khí,3(3-1-0.5-6),3,5,0.7
,FL5211,Dịch nâng cao,4(2-2-4-8),4,10,1
,ET5330,Kiểm chứng thiết kế vi mạch số,3(3-1-0-6),3,4,0.6
,HE4061,Sử dụng năng lượng tiết kiệm hiệu quả,2(2-0-1-4),2,3.5,0.6
,HE4063,Nghiên cứu khoa học,1(1-0-0-2),1,1,0.75
