,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE3401,Hành vi cơ nhiệt của vật liệu,3(2-2-0-6),3,4,0.7
,NE3012,Cơ sở vật lý hạt nhân,4(3-2-0-8),4,5,0.7
,NE3062,Liều lượng học và tác dụng sinh học bức xạ,2(2-0-0-4),2,2,0.7
,NE3081,Thực tập cơ sở,3(0-0-6-6),3,6,0.7
,NE3091,Đồ án thiết kế,3(0-0-6-6),3,6,0.7
,NE4001,TN Kỹ thuật hạt nhân,3(0-0-6-6),3,9,0.7
,NE4901,Thực tập kỹ thuật I,1(0-0-2-2),1,2,0.7
,PH3350,Căn bản khoa học máy tính cho kỹ sư vật lý,3(2-1-1-6),3,4.5,0.7
,PH3360,Tính toán trong vật lý và khoa học vật liệu,3(2-1-1-6),3,4.5,0.7
,PH3370,Pin mặt trời,3(3-0-0-6),3,3,0.7
,PH3380,"Tính chất quang, điện, từ của vật liệu",3(3-0-0-6),3,3,0.7
,PH4237,Vật liệu điện tử và quá trình chế tạo,3(3-0-0-6),3,3,0.7
,PH4600,Cơ sở kỹ thuật ánh sáng,3(2-1-1-6),3,4.5,0.7
,PH4800,Công nghệ vi hệ thống,3(3-0-0-6),3,3,0.7
,PH4810,Thiết kế vi hệ thống,3(3-0-0-6),3,3,0.7
,TE3010,Động cơ đốt trong,3(3-0-1-6),3,4.5,0.7
,TE3020,Lý thuyết ĐCĐT I,3(3-1-0-6),3,4,0.7
,TE3021,Lý thuyết động cơ ô tô,3(3-1-0-6),3,4,0.7
,TE3030,"Nhiên liệu, dầu mỡ và khí thải",3(3-1-0-6),3,4,0.7
,TE3040,Hệ thống nhiên liệu và TĐĐC tốc độ ĐCĐT,3(3-1-0-6),3,4,0.7
