,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PH3410,Hệ thống nhúng và ứng dụng,3(2-1-1-6),3,4.5,0.7
,TE2601,Kỹ thuật thủy khí,3(2-1-1-4),3,4.5,0.6
,TE2821,Vật liệu hàng không,2(2-1-0-4),2,3,0.7
,TE3620,Tiếng Anh chuyên ngành KTTT,2(2-1-0-4),2,3,0.6
,TE3630,Cơ kết cấu tàu thủy,2(2-1-0-4),2,3,0.6
,TE3640,Vẽ kỹ thuật tàu thủy,2(2-1-0-4),2,3,0.6
,TE3861,Các hệ thống trên máy bay I,2(2-1-0-4),2,3,0.6
,TEX3011,Đại cương công nghệ sợi dệt,2(2-0-0-4),2,2,0.7
,TEX3012,Quản lý sản xuất ngành may,2(2-1-0-4),2,3,0.7
,TEX3022,Quản lý chất lượng ngành may,2(2-1-0-4),2,3,0.7
,TEX3031,Quản lý chất lượng ngành dệt,2(2-1-0-4),2,3,0.7
,TEX3041,Tiếng Anh chuyên ngành dệt,3(3-1-0-6),3,4,0.7
,TEX3042,Tiếng Anh chuyên ngành may,3(3-1-0-6),3,4,0.6
,TEX3051,Vật liệu dệt,4(4-0-0-8),4,4,0.7
,TEX3052,Vật liệu May,3(3-0-1-6),3,4.5,0.7
,TEX3061,"Thực hành sợi, vải",2(0-0-4-4),2,6,0.5
,TEX3071,An toàn lao động và môi trường ngành dệt,2(2-0-0-4),2,2,0.7
,TEX3081,Cấu trúc vải dệt thoi,2(2-1-0-4),2,3,0.7
,TEX3091,Cấu trúc vải dệt kim,2(2-1-0-4),2,3,0.7
,TEX5243,Đại cương xử lý hóa học sản phẩm dệt,2(2-0-0-4),2,2,0.7
