,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL1433,Tiếng Nhật III,2(2-1-0-4),2,3,0.6
,FL1434,Tiếng Nhật IV,2(2-1-0-4),2,3,0.6
,FL1435,Tiếng Nhật V,3(2-2-0-6),3,4,0.7
,FL1340,Đối chiếu ngôn ngữ,2(2-1-0-4),2,3,0.7
,FL1080,Phương pháp nghiên cứu khoa học,2(2-1-0-4),2,3,0.5
,FL3210,Ngữ âm và âm vị học,2(2-1-0-4),2,3,0.6
,FL3230,Ngữ pháp tiếng Anh,2(2-1-0-4),2,3,0.6
,FL3260,Văn hoá xã hội Mỹ,2(2-1-0-4),2,3,0.6
,MS3227,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7
,FL3270,Lịch sử Văn học Anh-Mỹ,2(2-1-0-4),2,3,0.6
,FL3280,Trích giảng Văn học Anh-Mỹ,2(2-1-0-4),2,3,0.6
,FL3101,Tiếng Anh CN CN Thông tin I,2(2-1-0-4),2,3,0.6
,FL3102,Tiếng Anh CN CN Thông tin II,3(3-1-0-6),3,4,0.75
,FL3103,Tiếng Anh CN Cơ khí,2(2-1-0-4),2,3,0.75
,FL3104,Tiếng Anh CN Dệt may I,2(2-1-0-4),2,3,0.75
,FL3105,Tiếng Anh CN Dệt may II,3(3-1-0-6),3,4,0.75
,FL3106,Tiếng Anh CN Điện,2(2-1-0-4),2,3,0.75
,FL3107,Tiếng Anh CN Điện tử VT,2(2-1-0-4),2,3,0.65
,FL3109,Tiếng Anh CN KTế và T.Mại,2(2-1-0-4),2,3,0.8
,FL3110,Tiếng Anh CN KH & CN Vật liệu,2(2-1-0-4),2,3,0.75
