,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE5811,Cơ sở thiết kế xưởng cán,2(2-0-0-4),2,2,0.7
,MSE5812,Công nghệ và thiết bị ép chảy và kéo,2(2-0-0-4),2,2,0.7
,MSE5813,Công nghệ và thiết bị cán ống và tấm,2(2-0-0-4),2,2,0.7
,MSE5815,Công nghệ và thiết bị rèn dập,2(2-0-0-4),2,2,0.7
,NE5105,Đánh giá độ tin cậy an toàn hạt nhân,2(2-0-0-4),2,2,0.7
,NE5205,Điện tử hạt nhân II,2(2-0-0-4),2,2,0.7
,TE4250,Cơ sở thiết kế ô tô,2(2-1-0-4),2,3,0.7
,TE4670,Công ước và quy phạm hàng hải,2(2-1-0-4),2,3,0.7
,TE4871,Cơ sở thiết kế máy bay,3(2-0-2-4),3,5,0.7
,TE4902,Đặc tính vật lý khí quyển,2(2-0-1-6),2,3.5,0.7
,TE5020,Động lực học và dao động động cơ đốt trong,3(3-1-0-6),3,4,0.7
,TEX5091,Công nghệ sản xuât vải kỹ thuật,2(2-0-0-4),2,2,0.7
,TEX5093,Công nghệ hoàn tất da và lông thú,2(2-0-0-4),2,2,0.7
,TEX5101,Công nghệ sản xuất chỉ may,2(2-0-0-4),2,2,0.7
,ET4900E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,EE5200,Thực tập tốt nghiệp (ĐK&TĐH),3(0-0-6-6),3,7.5,0.5
,EE5100,Thực tập tốt nghiệp (KTĐ),3(0-0-6-6),3,7.5,0.5
,TE3201,Kết cấu ô tô,3(3-0-1-6),3,4.5,0.7
,EM3110Q,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.6
,EM3111Q,Quản trị học,3(3-1-0-6),3,4,0.5
