,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF5747,Đồ án III – Kỹ sư Công nghệ sinh học Thực phẩm,3(0-6-0-6),3,6,0.7
,BF5730,Dinh dưỡng và an toàn thực phẩm,2(2-1-0-4),2,3,0.7
,BF5751,Đồ án IV – Kỹ sư CNSHMT,2(0-4-0-4),2,4,0.7
,BF5753,Đồ án IV – Kỹ sư CNSHTP,2(0-4-0-4),2,4,0.7
,BF5732,Công nghệ sản phẩm thực phẩm lên men,2(2-0-0-4),2,2,0.7
,BF5749,Đồ án III – Kỹ sư Công nghệ sinh học Công nghiệp,3(0-6-0-6),3,6,0.7
,BF5745,Đồ án III – Kỹ sư SHPT&TB,3(0-6-0-6),3,6,0.7
,BF5764,Kỹ thuật phân tách và đánh giá các hoạt chất sinh học,2(2-1-0-4),2,3,0.7
,BF5761,Kỹ thuật thu nhận sản phẩm sinh học,2(2-0-0-4),2,2,0.7
,BF5754,Đồ án IV – Kỹ sư CNSHCN,2(0-4-0-4),2,4,0.7
,BF5735,An toàn sinh học và đạo đức sinh học,2(2-1-0-4),2,3,0.7
,BF5762,Proteomics,2(2-0-0-4),2,2,0.7
,BF5763,Hệ thống điều hòa và biểu hiện gen,2(2-0-0-4),2,2,0.7
,BF5756,Đồ án IV – Kỹ sư SHPT&TB,2(0-4-0-4),2,4,0.7
,BF5765,Kiểm soát quá trình lên men,3(3-0-0-6),3,3,0.7
,BF5766,Kỹ thuật xúc tác sinh học,3(3-0-0-6),3,3,0.7
,BF5783,Thực tập kỹ sư,6(0-0-12-12),6,15,0.5
,BF5784,Đồ án kỹ sư,9(0-18-0-18),9,22.5,0.5
,BF6811,Thiết kế và quản lý QC & QA,2(2-1-0-4),2,3,0.7
,BF5555,Cơ sở tạo cấu trúc thực phẩm,3(3-0-0-6),3,3,0.7
