,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX5044,Tin học ứng dụng trong tạo mẫu sản phẩm da giầy,2(0-0-4-4),2,6,0.6
,TEX5054,Tin học ứng dụng trong thiết kế phom giầy,2(0-0-4-4),2,6,0.5
,TEX5064,Đồ án thiết kế mặt hàng da giầy,3(0-0-6-6),3,6,0.5
,TEX5924,Thực tập tốt nghiệp,3(0-0-9-6),3,7.5,0.5
,TEX5914,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,TEX5074,Hóa chất và polime ngành da giầy,2(2-0-0-4),2,2,0.7
,TEX5084,Công nghệ sản xuất giầy chuyên dụng,2(2-0-0-4),2,2,0.7
,TEX5094,Định mức & tổ chức lao động khoa học trong sản xuất giầy & sản phẩm da,2(2-0-0-4),2,2,0.6
,TEX5104,Kiểm tra chất lượng sản phẩm da giầy,2(2-1-0-4),2,3,0.6
,TEX5114,Công nghệ hóa học trong sản xuất sản phẩm da giầy,2(2-0-0-4),2,2,0.7
,TEX5124,Thiết kế nhà máy giầy,2(2-0-0-4),2,2,0.6
,MSE5631,Công nghệ vật liệu siêu sạch,3(3-1-0-6),3,4,0.7
,MSE5641,Ứng dụng tin học trong vật liệu kim loại màu và compozit,3(1-4-0-6),3,5,0.7
,MSE5210,"Luyện kim loại đất hiếm, phóng xạ",3(3-1-0-6),3,4,0.7
,MSE5211,Công nghệ điện phân trong dung dịch nước,2(2-0-1-4),2,3.5,0.7
,MSE5213,Vật liệu compozit nền kim loại,2(2-0-1-4),2,3.5,0.7
,MSE5212,Vật liệu bột mịn và siêu mịn,2(2-0-1-4),2,3.5,0.7
,MSE5222,Vật liệu compozit nền gốm và polyme,2(2-0-1-4),2,3.5,0.7
,MSE5280,Thực tập tốt nghiệp,2(0-0-4-4),2,5,0.5
,CH4716,Cơ sở thiết kế nhà máy in,3(3-1-0-6),3,4,0.75
