,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE4302,Chuyên đề nghiên cứu,2(0-2-2-4),2,5,0.7
,MSE4312,Hợp kim và công nghệ nấu luyện,3(2-1-1-6),3,4.5,0.7
,MSE4322,Các phương pháp làm khuôn,2(2-0-1-4),2,3.5,0.7
,MSE4332,Cơ sở kỹ thuật đúc,3(3-0-1-6),3,4.5,0.7
,MSE4342,Sự hình thành tổ chức hợp kim,2(2-0-1-4),2,3.5,0.7
,MSE4352,Chế tạo vật liệu tổ hợp,2(2-0-1-4),2,3.5,0.7
,MSE4401,Cơ sở lý thuyết luyện kim màu,3(3-0-1-6),3,4.5,0.7
,MSE4412,Luyện kim loại màu nặng,2(2-0-1-4),2,3.5,0.7
,MSE4423,Luyện kim loại màu nhẹ,2(2-0-1-4),2,3.5,0.7
,MSE4431,Luyện kim bột,3(3-0-1-4),3,4.5,0.7
,MSE4442,Đồ án môn học,2(0-2-2-4),2,4,0.7
,MSE4452,Chuẩn bị liệu cho luyện kim,2(2-1-0-4),2,3,0.7
,MSE4502,Công nghệ và thiết bị nhiệt luyện,3(2-1-1-4),3,4.5,0.7
,MSE4512,Công nghệ xử lý bề mặt,3(2-1-1-4),3,4.5,0.7
,MSE4522,Ăn mòn và bảo vệ kim loại,3(2-1-1-6),3,4.5,0.7
,MSE4532,Hợp kim hệ sắt,3(3-0-0-6),3,3,0.7
,MSE4542,Hợp kim phi sắt,2(2-1-0-4),2,3,0.7
,MSE4552,Đồ án thiết kế xưởng nhiệt luyện,2(0-4-0-4),2,4,0.7
,MSE4601,KH & KT vật liệu y sinh,3(2-2-0-6),3,4,0.7
,MSE4611,Vật liệu năng lượng sạch,2(2-0-0-4),2,2,0.7
