,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET5320E,Thiết kế kiểm tra điện tử,3(3-0-1-6),3,4.5,0.7
,ME2016,Vẽ kỹ thuật 1,2(1-1-0-4),2,2,0.7
,MI5090,Phương trình vi phân và hệ động lực,3(3-1-0-6),3,4,0.7
,IT3322E,Compiler Construction,2(2-0-0-4),2,2,0.7
,IT4012E,Information Security,2(2-0-0-4),2,2,0.7
,IT4082E,Software Engineering,2(2-1-0-4),2,3,0.6
,IT4272E,Computer Systems,2(2-0-0-4),2,2,0.7
,IT4312E,Data Modeling,2(2-0-0-4),2,2,0.7
,IT4492E,Structured Programming,2(2-0-0-4),2,2,0.7
,IT4592E,Information Theory,2(2-0-0-4),2,2,0.7
,EM1420E,Nhập môn Logistics và Quản lý chuỗi cung ứng,2(1-0-2-4),2,4,0.5
,MSE1010,Nhập môn KH&KT Vật liệu,2(2-0-0-4),2,2,0.7
,FL1148,Foudation Writing,2(1-2-0-4),0,3,0.5
,FL1149,Communication Skills 2,3(2-2-0-6),0,4,0.5
,FL1150,Working with texts 2,2(1-2-0-4),0,3,0.5
,FL1141,Practical Grammar for Writing,3(1-4-0-6),0,5,0.5
,FL1142,Communication Skills 1,3(1-4-0-6),0,5,0.5
,FL1143,Working with texts 1,3(1-4-0-6),0,5,0.5
,MI1144E,Algebra,3(2-2-0-6),3,4,0.5
,MI1114E,Caculus 1,3(2-2-0-6),3,4,0.5
