,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM3100,Kinh tế học vi mô,3(3-1-0-6),3,4,0.7
,EM3110,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.7
,EM3111,Quản trị học,3(3-1-0-6),3,4,0.5
,EM3120,Anh văn kinh tế,2(2-1-0-4),2,3,0.6
,EM3130,Kinh tế lượng,3(3-1-0-6),3,4,0.6
,EM3140,Kinh tế quốc tế,2(2-1-0-4),2,3,0.6
,EM3160,Tâm lý trong quản lý,2(2-1-0-4),2,3,0.7
,EM3170,Văn hóa kinh doanh,2(2-0-0-4),2,2,0.7
,EM3180,Xã hội học,2(2-1-0-4),2,3,0.7
,EM3190,Hành vi của tổ chức,2(2-1-0-4),2,3,0.5
,EM3200,Quản trị doanh nghiệp,3(3-1-0-6),3,4,0.7
,EM3201,Quản trị doanh nghiệp,2(2-1-0-4),2,3,0.7
,EM3202,Quản trị doanh nghiệp,2(1-1-0-4),2,2,0.7
,EM3210,Marketing cơ bản,3(3-1-0-6),3,4,0.5
,EM3220,Luật kinh doanh,3(3-0-0-6),3,3,0.6
,EM3230,Thống kê ứng dụng,3(3-1-0-6),3,4,0.5
,EM3500,Nguyên lý kế toán,3(3-1-0-6),3,4,0.5
,EM3510,Lý thuyết tài chính tiền tệ,3(3-0-0-6),3,3,0.5
,EM3520,Cơ sở quản trị tài chính,4(3-2-0-8),4,5,0.6
,EM3521,Quản trị tài chính,3(3-2-0-6),3,5,0.6
