,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL201x,Tiếng Anh KHKT,3(2-2-0-4),3,4,0.7
,EE2400,Nhập môn thiết kế hệ thống điều khiển,3(2-1-2-6),3,6,0.7
,PH3330,Vật lý điện tử,3(3-0-0-6),3,3,0.7
,BF3350,Hóa sinh đại cương,4(3-1-2-8),4,7,0.7
,BF4220,Marketing Sinh học – thực phẩm,2(2-1-0-4),2,3,0.7
,BF3360,Vi sinh vật học đại cương,4(3-1-2-8),4,7,0.6
,BF3010,Hóa sinh,3(3-0-0-6),3,3,0.7
,BF3030,Vi sinh đại cương,3(3-1-1-6),3,5.5,0.6
,IT4622,Mã hóa dữ liệu đa phương tiện,2(2-1-0-4),2,3,0.7
,MSE3100,Vật liệu học,2(2-1-0-4),2,3,0.75
,ME4011,Ngôn ngữ & kỹ thuật lập trình [C&C++],2(2-1-0-4),2,3,0.7
,FL1030,Anh văn III,2(2-1-0-4),2,3,0.7
,ME4191,Ngôn ngữ C và C++ trong TTMP CC và RB,2(2-1-0-4),2,3,0.7
,ME4212,Nguyên lý gia công vật liệu,2(2-0-1-4),2,3.5,0.7
,ME4181,Phương pháp phần tử hữu hạn,2(2-1-0-4),2,3,0.7
,ME4500,Công nghệ hàn,2(1-1-0-4),2,2,0.7
,TEX4013,Vật liệu dệt,4(4-0-0-8),4,4,0.75
,TEX4012,Nhân trắc học may mặc,2(2-0-0-4),2,2,0.75
,TEX4052,Thực hành may 1,3(0-0-6-6),3,9,0.75
,EE4514,Tiếng Anh chuyên ngành,2(2-0-0-4),2,2,0.75
