,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX3050,Vật liệu dệt may,4(4-0-0-8),4,4,0.7
,MSE4004,Các phương pháp chế tạo và gia công vật liệu,2(2-0-0-4),2,2,0.7
,MSE4002,Tính chất các vật liệu tiên tiến,2(2-0-0-4),2,2,0.7
,MI3180,Xác suất thống kê và QHTN,3(3-1-0-6),3,4,0.5
,MI4253,Đồ họa máy tính,2(2-1-0-4),2,3,0.7
,MSE4003,Lựa chọn vật liệu,1(1-0-0-3),1,1,0.7
,BF3091,TN Hóa sinh,2(0-0-4-4),2,6,1
,ET3210,Trường điện từ,3(3-0-1-6),3,4.5,0.7
,PH3033,Trường điện từ,2(2-0-0-4),2,2,0.7
,ME3xxx,Thực tập công nhân,4(0-0-8-8),4,8,1
,EE4434,Điều khiển thích nghi,2(2-1-0-4),2,3,0.7
,EE4437,Đồ án thiết kế hệ ĐK nhúng,2(1-2-0-4),2,3,0.7
,EE4438,Đồ án thiết kế hệ thống điều khiển tự động,2(0-0-4-4),2,4,0.7
,EE4436,Chuyên đề NCKH,2(0-2-1-6),2,3.5,0.7
,EE4445,Điều khiển mờ và mạng nơron,3(3-1-0-6),3,4,0.7
,FL1031,Kỹ năng tổng hợp II,2(2-2-0-4),2,4,0.6
,MI2036,Xác suất thống kê và tín hiệu ngẫu nhiên,3(3-1-0-6),3,4,0.5
,ET3300,Kỹ thuật vi xử lý,3(3-0-1-6),3,4.5,0.7
,ET3230,Điện tử tương tự I,3(3-0-1-6),3,4.5,0.7
,ET4516,Cơ sở thiết bị y sinh,3(2-1-1-6),3,4.5,0.7
