,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4713,"Thiết kế, trình bày sản phẩm in truyền thông",3(2-2-0-6),3,4,0.7
,CH4714,Hệ thống quản lý màu,2(2-1-0-4),2,3,0.7
,CH4715,Chuyên đề,2(2-1-0-4),2,3,0.7
,CH4876,Các phương pháp phân tích quang phổ,2(2-1-0-4),2,3,0.7
,CH4877,Các phương pháp phân tích điện hóa,2(2-1-0-4),2,3,0.7
,CH4878,Các phương pháp tách trong hóa phân tích,3(3-1-0-6),3,4,0.7
,CH4879,TN chuyên ngành Hóa phân tích 1,2(0-0-4-4),2,6,0.7
,CH4880,TN chuyên ngành Hóa phân tích 2,2(0-0-4-4),2,6,0.7
,CH4881,Xử lý số liệu thực nghiệm trong hoá phân tích,2(2-1-0-4),2,3,0.7
,CH4900,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,CH4901,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,CH4902,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ED3110,Tâm lý học,4(3-1-0-6),4,4,0.7
,ED3160,Kỹ năng dạy học,3(2-1-1-4),3,4.5,0.7
,EM3523,Quản trị tài chính,3(3-0-0-6),3,3,0.7
,CH4800,Hóa keo,2(2-1-0-4),2,3,0.7
,CH4801,Kỹ thuật xúc tác,2(2-1-0-4),2,3,0.7
,CH4803,Các phản ứng xúc tác trong công nghệ mới và bảo vệ môi trường,2(2-0-0-4),2,2,0.7
,CH4825,Các phương pháp tổng hợp hữu cơ,3(2-2-0-6),3,4,0.7
,CH4826,Xúc tác hữu cơ,2(2-0-0-4),2,2,0.7
