,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ED3140,Công nghệ dạy học,2(2-0-0-4),2,2,0.7
,ED3170,Phương pháp luận nghiên cứu khoa học,2(2-1-0-4),2,3,0.6
,ED3180,Thực hành thiết kế phim dạy học,2(1-2-0-2),2,3,0.7
,ED3190,Thực hành thiết kế hypermedia trong dạy học,2(1-2-0-2),2,3,0.7
,ED3200,Tổ chức quá trình dạy học trên mạng,2(1-0-2-4),2,4,0.7
,ED3210,Phương pháp hướng dẫn học tập,2(2-0-0-4),2,2,0.7
,ED3220,Kỹ năng mềm,2(1-2-0-2),2,3,0.7
,ED3230,Lý thuyết thiết kế chương trình đào tạo,2(2-0-0-4),2,2,0.7
,ED4051,Lý luận dạy học chuyên ngành kỹ thuật Điện tử,2(2-0-0-4),2,2,0.7
,ED4052,Lý luận dạy học chuyên ngành kỹ thuật Điện,2(2-0-0-4),2,2,0.7
,ED4053,Lý luận dạy học chuyên ngành kỹ thuật Cơ khí,2(2-0-0-4),2,2,0.7
,ED4054,Lý luận dạy học chuyên ngành CNTT,2(2-0-0-4),2,2,0.7
,ED4060,Thực hành giảng dạy,2(0-0-4-4),2,6,0.6
,ED4070,Thực tập sư phạm,2(0-0-6-4),2,4,1
,ED4080,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,EE3559,Điều khiển quá trình,3(3-0-1-6),3,4.5,0.7
,EE3820,Đồ án II,2(0-4-0-8),2,4,0.5
,EE3910,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5
,EE4040,Bảo vệ và điều khiển HTĐ I,3(3-1-0-6),3,4,0.7
,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",1(0-0-2-2),1,3,1
