,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH5851,Thực tập cuối khóa Hóa dầu,6(0-0-12-12),6,15,0.5
,CH5852,Thực tập cuối khóa Hóa dược,6(0-0-12-12),6,15,0.5
,CH5853,Thực tập cuối khóa Polyme,6(0-0-12-12),6,15,0.5
,CH5854,Thực tập cuối khóa CN Xenlulo-Giấy,6(0-0-12-12),6,15,0.5
,CH5855,Thực tập cuối khóa Công nghệ vô cơ,6(0-0-12-12),6,15,0.5
,CH5856,Thực tập cuối khóa Điện hóa,6(0-0-12-12),6,15,0.5
,CH5857,Thực tập cuối khóa Silicat,6(0-0-12-12),6,15,0.5
,TEX5273,Vật liệu dệt bảo vệ,2(2-0-0-4),2,2,0.7
,TEX5226,Quản trị dự án dệt may,2(2-1-0-4),2,3,0.7
,MS1300,Nhập môn công nghệ polyme và compozit,2(2-0-0-4),2,2,0.7
,ET4033,Thiết kế IC tương tự,3(3-1-0-6),3,4,0.6
,ET4356,Kiểm chứng và kiểm tra vi mạch,3(3-0-0-6),3,3,0.6
,EM1601,Nhập môn Quản lý năng lượng,2(2-0-1-4),2,3.5,0.5
,EV2201,Thí nghiệm hóa phân tích định lượng,1(0-0-2-2),1,3,0.5
,EV4123,Phục hồi ô nhiễm đất,2(2-1-0-4),2,3,0.6
,EV4126,Kiểm soát bùn thải,2(2-0-0-4),2,2,0.7
,ME4169E,Vi xử lý,2(2-1-0-4),2,3,0.7
,MSE3325,Thí nghiệm vật liệu 2,2(0-0-4-4),2,4,0.5
,EM4451E,Khóa luận tốt nghiệp,6(0-0-12-12),6,15,0.5
,MI1113E,Giải tích I,4(3-2-0-8),4,5,0.5
