,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4322,Công nghệ gia công áp lực,2(2-0-1-4),2,3.5,0.7
,ME4330,Khí động lực học,3(3-1-0-6),3,4,0.7
,ME4332,Điều khiển PLC cho GCAL,2(2-0-0-4),2,2,0.7
,ME4340,Tin học trong thời gian thực,2(2-1-0-4),2,3,0.7
,ME4342,Công nghệ chế tạo máy E2,3(3-1-0.5-6),3,5,0.6
,ME4350,Cơ học vật bay (BTL),3(3-1-0-6),3,4,0.6
,ME4360,Lý thuyết động cơ tuabin khí,2(2-1-0-4),2,3,0.7
,ME4370,Truyền động thuỷ khí máy bay,3(3-1-1-6),3,5.5,0.6
,ME4382,Kỹ thuật lập trình robot CN,2(2-1-0-4),2,3,0.7
,ME4390,Động cơ và sức đẩy,2(2-1-0-4),2,3,0.7
,ME4392,Các công nghệ cắt gọt đặc biệt,2(2-0-0-4),2,2,0.7
,ME4400,Nhiên liệu và dầu mỡ,2(2-0-1-4),2,3.5,0.6
,ME4410,Các hệ thống trên máy bay,3(3-1-0-6),3,4,0.6
,ME4412,Đo lường chủ động,2(2-1-0-4),2,3,0.7
,ME4420,Kết cấu và tính toán vật bay,3(3-1-0-6),3,4,0.7
,ME4430,Luật hàng không,2(2-0-0-4),2,2,0.7
,ME4432,Công nghệ tạo mẫu nhanh,2(2-1-0-4),2,3,0.7
,ME4440,Bảo dưỡng sửa chữa máy bay,2(2-1-0-4),2,3,0.7
,ME4442,Thiết kế QTCN trên máy tính,2(2-1-0-4),2,3,0.7
,ME4450,"Các loại máy bay (A320, ATR72)",2(2-1-0-4),2,3,0.7
