,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE4435E,Hệ thống điều khiển số,3(3-1-0-6),3,4,0.7
,ET3280E,Anten - truyền sóng,3(3-1-0-6),3,4,0.7
,ET4090E,Cơ sở kỹ thuật siêu cao tần,3(3-1-0-6),3,4,0.7
,IT0009U,Optimisation, ,3,0,1
,ME2032E,Công nghệ Cơ khí cơ bản,2(2-1-0-4),2,3,0.7
,ME4502,CN chế tạo máy II,4(4-0-1-8),4,5.5,0.7
,ET4240E,Truyền thông vô tuyến,3(3-1-0-6),3,4,0.7
,EM4432E,Quản trị chuỗi cung ứng,3(3-1-0-6),3,4,0.5
,ET4340E,Phân tích và TK vi mạch điện tử,3(3-1-0-6),3,4,0.7
,ET4360E,Thiết kế hệ thống nhúng,3(3-1-0-6),3,4,0.7
,NE2001,Nhập môn ngành Vật lý y khoa,3(2-0-2-6),3,5,0.7
,BF5830,Đồ án tốt nghiệp KTTP,9(0-0-18-18),9,22.5,0.5
,MSE4475,Thiết bị đúc,3(2-2-0-6),3,4,0.7
,ET4486,Kỹ thuật chẩn đoán hình ảnh,3(3-1-0-6),3,4,0.7
,ET3220E,Thiết kế hệ thống số I,4(3-1-1-8),4,5.5,0.7
,ET4497,Kỹ thuật siêu âm,3(3-1-0-6),3,4,0.7
,ET4526,Thiết bị điện tử y tế,3(2-1-1-6),3,4.5,0.7
,MIL1220Q,Công tác quốc phòng và an ninh,0(2-0-0-4),0,2,0.6
,MI4343,CĐ6: Xemina 1,2(2-2-0-4),2,4,0.7
,BF5820,Đồ án tốt nghiệp KTSH,9(0-0-18-18),9,22.5,0.5
