,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT1011,Nhập môn CNTT và TT,2(2-0-0-0),2,2,0.8
,IT1012,Kiến thức máy tính,2(2-0-0-4),2,2,0.7
,CH1013,Hoá học đại cương,4(3-1-1-8),4,5.5,0.7
,IT3133,Điện tử số,2(2-1-0-4),2,3,0.6
,ET3100,Điện tử tương tự và số,4(3-1-1-8),4,5.5,0.7
,ET3073,Cấu kiện điện tử,4(3-1-1-6),4,5.5,0.7
,MIL2110,Quân binh chủng,0(2-0-1-4),0,2,0.7
,SSH1120,Những NLCB của CNML II,3(2-1-0-6),3,3,0.5
,IT3053,Tiếng Anh CN CNTT,3(2-2-0-6),3,4,0.7
,MSE3016,Nhập môn KH&KT Vật liệu,3(3-1-0-6),3,4,0.6
,ME2026,Vẽ kỹ thuật,2(1-1-0-4),2,2,0.7
,FL2026,Tiếng Anh KHKT,2(2-0-0-4),2,2,0.5
,PH2034,Cơ học vật rắn và sóng cơ,3(3-1-0-6),3,4,0.5
,ET2014,Kỹ thuật điện tử,2(1-1-1-4),2,3.5,0.5
,PH2044,Nhiệt học và cơ học chất lưu,2(2-1-0-4),2,3,0.5
,PH2014,Vật lý sóng,3(2-1-1-6),3,4.5,0.5
,PH2024,Lý thuyết điện,3(2-1-1-6),3,4.5,0.5
,FL1420,Ngoại ngữ 2-II,3(2-2-0-6),3,4,0.7
,MIL1011,Đường lối quân sự,0(2-0-0-4),0,1,0.7
,MIL1012,Công tác quốc phòng-An ninh,0(2-0-0-4),0,1,0.7
