,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH3130,TN Hóa vô cơ,1(0-0-2-2),1,3,1
,CH3330,Hoá phân tích,2(2-1-0-4),2,3,0.7
,CH3402,Quá trình và thiết bị cơ học,3(2-1-1-6),3,4.5,0.7
,CH4052,CN khai thác & chế biến than,2(2-1-0-4),2,3,0.7
,CH4148,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.7
,CH4558,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.7
,ED5011,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,1
,ED5012,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,1
,ED5013,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,1
,ED5014,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,1
,ED5111,Đồ án tốt nghiệp,8(0-0-16-32),8,20,0.5
,ED5112,Đồ án tốt nghiệp,8(0-0-16-32),8,20,0.5
,ED5113,Đồ án tốt nghiệp,8(0-0-16-32),8,20,0.5
,ED5114,Đồ án tốt nghiệp,8(0-0-16-32),8,20,0.5
,EE2110,Điện tử tương tự,3(3-0-1-6),3,4.5,0.7
,EE2120,Lý thuyết mạch điện II,2(2-0-1-4),2,3.5,0.7
,EE2130,Thiết kế hệ thống số,3(3-0-1-6),3,4.5,0.7
,EE2369,Cơ sở hệ thống điện năng,3(3-1-0-6),3,4,0.7
,EE3280,Lý thuyết điều khiển I,3(3-1-0-6),3,4,0.5
,EE4400,Đồ án chuyên đề hệ thống điều khiển,2(0-0-4-4),2,4,0.7
