,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,NE5106,Xemina chuyên đề công nghệ hạt nhân,2(2-0-0-4),2,2,0.7
,PE1012,Chuyên sâu bóng chuyền A,0(0-2-0-2),0,1.5,1
,PE1013,Chuyên sâu bóng rổ A,0(0-2-0-2),0,1.5,1
,ME2041,Cơ học kỹ thuật 1,2(2-1-0-4),2,3,0.7
,CH2002,Nhập môn công nghệ kỹ thuật hoá học,3(2-1-1-6),3,4.5,0.7
,EE1000,Nhập môn Công nghệ kỹ thuật điều khiển và Tự động hóa,3(2-0-2-6),3,5,0.6
,EE2080,Lý thuyết điều khiển,4(3-2-1-8),4,6.5,0.7
,ET1000,Nhập môn Công nghệ điện tử viễn thông,3(2-0-2-6),3,5,0.7
,IT2011,Nhập môn Công nghệ thông tin và Truyền thông,3(2-0-2-6),3,5,0.5
,IT3510,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7
,IT3530,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7
,IT3570,Hệ điều hành,3(3-1-0-6),3,4,0.7
,TE1000,Nhập môn Công nghệ kỹ thuật ô tô,2(1-0-2-6),2,4,0.5
,FL4110,Kỹ năng thuyết trình tiếng Anh,2(2-1-0-4),2,3,0.5
,ET2051,Bài tập lý thuyết mạch,1(0-1-0-2),1,1,1
,ET3211,Bài tập trường điện từ,1(0-1-0-2),1,1,1
,ET2081,Bài tập cơ sở kỹ thuật đo lường,1(0-1-0-2),1,1,1
,ET3261,Bài tập kỹ thuật phần mềm ứng dụng,1(0-1-0-2),1,1,1
,ET3301,Bài tập kỹ thuật vi xử lý,1(0-1-0-2),1,1,1
,EE2018,Kỹ thuật điện,3(3-0-1-6),3,4.5,0.7
