,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE5991,Đồ án tốt nghiệp kỹ sư (ĐCĐT),9(0-0-18-18),9,22.5,0.5
,TE5992,Đồ án tốt nghiệp kỹ sư (Ô tô),9(0-0-18-18),9,22.5,0.5
,TE5993,Đồ án tốt nghiệp kỹ sư (MTK),9(0-0-18-18),9,22.5,0.5
,EE3058Q,Cảm biến đo lường và xử lý tín hiệu đo,3(3-1-0-6),3,4,0.7
,TE5994,Đồ án tốt nghiệp kỹ sư (KTTT),9(0-0-18-18),9,22.5,0.5
,TE5995,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,JP2121,Tiếng Nhật 5,4(0-8-0-8),4,8,0.7
,TEX5032,Đo lường may,2(2-1-0-4),2,3,0.7
,TEX5052,Đồ án thiết kế nhà máy may,3(0-0-6-6),3,6,0.5
,TEX5061,Đồ án công nghệ dệt,3(0-0-6-6),3,6,0.7
,TEX5911,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,TEX5912,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,TEX5913?,Đồ án tốt nghiệp kỹ sư,12(0-0-24-24),12,30,0.5
,TEX5922,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,BF5020,Cơ sở lập dự án và thiết kế nhà máy,4(3-2-0-8),4,5,0.7
,BF5111,Công nghệ vắc xin,2(2-1-0-4),2,3,0.7
,BF5120,Công nghệ phân bón vi sinh,3(2-1-1-6),3,4.5,0.7
,BF5130,Công nghệ chế phẩm sinh học bảo vệ thực vật,3(2-1-1-6),3,4.5,0.7
,BF5140,Công nghệ lên men các hợp chất kháng sinh,3(2-1-1-6),3,4.5,0.7
,BF5160,Công nghệ sản xuất các axit và dung môi hữu cơ,3(2-2-0-6),3,4,0.7
