,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL1609,Tiếng Pháp VP 9,1(1-1-0-4),1,2,0.6
,FL1128,Tiếng Anh tăng cường,3(2-2-0-6),0,4,0.6
,FL1129,Tiếng Anh cơ sở 1,3(2-2-0-6),0,4,0.6
,FL1130,Tiếng Anh cơ sở 2,3(2-2-0-6),0,4,0.5
,JP1133,Tiếng Nhật 3,3(0-6-0-6),0,6,0.6
,IT3670,Lập trình ứng dụng Tizen,3(0-0-6-6),3,6,0.7
,MSE5114,Tinh luyện thép và hợp kim,3(3-0-0-6),3,3,0.7
,MSE5120,Kỹ thuật mới trong công nghệ gang thép,3(3-0-0-6),3,3,0.7
,MSE5130,Thiết bị nhà máy sản xuất gang thép,3(3-0-0-6),3,3,0.7
,EM4231Q,Thống kê ứng dụng nâng cao, ,2,3,0.7
,EM4312Q,Quản trị marketing,4(3-2-0-8),4,5,0.6
,EM4314Q,Hành vi người tiêu dùng,2(2-1-0-4),2,3,0.5
,EM4315F,Phân tích thị trường, ,2,3,0.7
,EM4316Q,Thương mại điện tử,3(3-0-0-6),3,3,0.5
,EM4317Q,Marketing dịch vụ,2(2-1-0-4),2,3,0.5
,EM4319Q,Marketing quốc tế,2(2-0-0-4),2,2,0.6
,EM4322Q,Truyền thông marketing,2(2-0-0-4),2,2,0.6
,EM4323Q,Quản trị thương hiệu,2(2-1-0-4),2,3,0.5
,EM4350F,Thực tập tốt nghiệp tại doanh nghiệp, ,4,10,0.7
,EM4350Q,Thực tập tốt nghiệp,2(0-0-4-4),2,5,0.5
