,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4213,Thiết bị Silicat 1,3(3-1-0-6),3,4,0.7
,CH4215,Thiết bị Silicat 2,3(3-1-0-6),3,4,0.7
,CH4216,Công nghệ silicát 1,2(2-1-0-4),2,3,0.7
,CH4217,Kỹ thuật vật liệu Silicat 1,3(3-1-0-6),3,4,0.7
,CH4218,Công nghệ silicát 2,2(2-1-0-4),2,3,0.7
,CH4219,Kỹ thuật vật liệu Silicat 2,3(3-1-0-6),3,4,0.7
,CH4272,Kỹ thuật tách và làm sạch,2(2-1-0-4),2,3,0.7
,CH4274,Động học và thiết bị phản ứng,2(2-1-0-4),2,3,0.7
,MSE4016,TN CN vật liệu kim loại,2(0-0-4-4),2,6,0.7
,MSE4112,Công nghệ tạo hình vật liệu,3(2-2-0-6),3,4,0.7
,MSE4113,Kỹ thuật luyện gang và thép,3(3-0-0-6),3,3,0.7
,MSE4114,Luyện kim màu và luyện kim bột,3(3-0-0-6),3,3,0.7
,MSE4115,Công nghệ xử lý nhiệt và bề mặt,3(2-1-1-6),3,4.5,0.7
,MSE4417,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,CH4700,Hoàn thiện sản phẩm in,3(3-0-1-6),3,4.5,0.7
,CH4701,Đồ án tổ chức sản xuất in,3(0-0-6-6),3,6,0.7
,CH4702,TN chuyên ngành kỹ thuật in,3(0-0-6-6),3,9,0.7
,CH4710,Thiết kế đồ họa,3(2-2-0-6),3,4,0.7
,CH4711,Đồ án thiết kế sản phẩm truyền thông,3(0-0-6-6),3,6,0.7
,CH4712,TN CN kỹ thuật đồ họa,2(0-0-4-4),2,6,0.7
