,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE4658,Sen-sơ và thiết bị na-nô,2(2-0-0-4),2,2,0.7
,MSE4659,Công nghệ các bon nano,2(2-0-0-4),2,2,0.7
,MSE3151E,Công nghệ vật liệu tiên tiến,2(2-0-0-4),2,2,0.7
,IT4025E,Mật mã ứng dụng,2(2-1-0-4),2,3,0.7
,IT4403E,Phát triển ứng dụng Web an toàn,2(2-1-0-4),2,3,0.7
,IT4260E,An ninh mạng,3(2-2-0-6),3,4,0.7
,TEX4036,Thiết kế sản phẩm vải dệt,2(2-1-0-4),2,3,0.6
,MI3131E,Toán kinh tế,2(2-1-0-4),2,3,0.7
,EM2105E,Kỹ thuật nghiệp vụ ngoại thương,2(2-1-0-4),2,3,0.5
,EM4412E,Quản trị chất lượng,2(2-1-0-4),2,3,0.5
,EM4424E,"Mô phỏng hệ thống sản xuất, dịch vụ",3(3-1-0-6),3,4,0.5
,EM4430E,Quản trị đổi mới,3(3-1-0-6),3,4,0.5
,EM4435E,Quản trị dự án,3(3-1-0-6),3,4,0.5
,EM4444E,Mô hình tối ưu,3(3-1-0-6),3,4,0.5
,EM4446E,Cải tiến năng suất (BTL),3(2-2-0-6),3,4,0.5
,EM4431E,Quản trị Logistics,3(2-2-0-6),3,4,0.5
,EM3443E,Quản lý dự trữ và kho hàng (BTL),3(2-2-0-6),3,4,0.5
,EM4210E,Khởi sự kinh doanh,3(2-2-0-6),3,4,0.5
,EM4317E,Marketing dịch vụ,2(2-1-0-4),2,3,0.5
,EM4410E,Sản xuất tinh gọn,2(2-1-0-4),2,3,0.5
