,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE5072,Cơ khí đường dây,2(2-1-0-4),2,3,0.7
,IT4779,Xử lý dữ liệu lớn,2(2-1-0-4),2,3,0.7
,IT4756,Thương mại điện tử,2(2-1-0-4),2,3,0.7
,IT4757,Kỹ thuật mô hình hóa và mô phỏng,2(2-1-0-4),2,3,0.6
,IT4766,Lập trình kịch bản với JavaScript,2(2-1-0-4),2,3,0.6
,IT4867,Xử lý dữ liệu phân tán,2(2-1-0-4),2,3,0.6
,IT4868,Khai phá Web,3(3-1-0-6),3,4,0.6
,IT3680,Thuật toán ứng dụng,3(0-0-6-6),3,9,0.7
,BF5831,Thực tập tốt nghiệp KTTP,3(0-0-6-6),3,7.5,0.5
,CH1020,Hoá học đại cương,3(2-1-1-6),3,4.5,0.7
,EE4536,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,2(2-1-0-4),2,3,0.7
,MSE3306,Các tính chất điện tử của vật liệu,3(3-0-0-6),3,3,0.7
,ME2112,Cơ học kỹ thuật 1,2(2-1-0-4),2,3,0.7
,IT4912,Điện toán đám mây - nguồn mở,2(2-2-0-4),2,4,0.7
,IT4404,Phát triển Web trên nền tảng mã nguồn mở,2(2-1-0-4),2,3,0.7
,IT3112,Hạ tầng công nghệ thông tin mã nguồn mở,2(2-1-0-4),2,3,0.7
,IT4532,Đổi mới sáng tạo và khởi nghiệp công nghệ,2(2-1-0-4),2,3,0.7
,TEX4005,Hình họa thời trang cơ bản,2(0-0-4-4),2,6,0.6
,TEX4015,Mỹ thuật trang phục,3(1-0-4-6),3,7,0.6
,TEX4025,Hình họa thời trang nâng cao,2(1-2-0-4),2,3,0.6
