,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BEE2130,Thiết kế hệ thống số,3(3-0-1-6),3,4.5,0.7
,BEE3280,Lý thuyết điều khiển I,3(3-1-0-6),3,4,0.5
,BEE3140,Máy điện I,3(3-0-1-6),3,4.5,0.7
,BEE3110,Kỹ thuật đo lường,3(3-0-1-6),3,4.5,0.7
,BEE3410,Điện tử công suất,3(3-0-1-6),3,4.5,0.7
,BEE3480,Vi xử lý,3(3-0-1-6),3,4.5,0.7
,BEE3490,Kỹ thuật lập trình,3(2-2-0-6),3,4,0.7
,EE3820E,Đồ án thiết kế,3(0-0-6-12),3,6,0.7
,CH4195,Khoáng vật học Silicat,2(2-1-0-4),2,3,0.7
,MSE5290,Đồ án tốt nghiệp kỹ sư (KLM&C),10(0-0-20-20),10,25,0.5
,MSE4811,Công nghệ cán thép hình,3(2-2-0-6),3,4,0.7
,MSE5410,Công nghệ và thiết bị rèn dập,3(3-0-0-6),3,3,0.7
,MSE5420,Công nghệ và thiết bị cán đặc biệt,3(2-2-0-6),3,4,0.7
,MSE5430,Mô hình hóa và mô phỏng số quá trình công nghệ cán,3(2-2-0-6),3,4,0.7
,MSE5440,"Công nghệ và thiết bị kéo, ép kim loại",3(3-0-0-6),3,3,0.7
,MSE5450,Thực hành và thí nghiệm,2(0-2-2-6),2,5,0.7
,MSE5411,Công nghệ và thiết bị uốn,2(2-0-0-6),2,2,0.7
,MSE5412,Tạo hình vật liệu bột,2(2-0-0-6),2,2,0.7
,MSE5421,Công nghệ cán kim loại kép và giấy kim loại,2(2-0-0-6),2,2,0.7
,MSE5422,Bài tập lớn thiết kế thiết bị gia công áp lực,2(2-0-0-6),2,2,0.7
