,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL3111,Tiếng Anh CN Môi trường,2(2-1-0-4),2,3,0.7
,FL3112,Tiếng Anh CN Nhiệt lạnh,2(2-1-0-4),2,3,0.75
,FL3113,Tiếng Anh CN Vật lý KT,2(2-1-0-4),2,3,0.7
,FL2016,Kỹ năng viết TA III,2(2-0-0-4),2,2,0.5
,FL2011,Tiếng Anh KSCLC III,2(2-1-0-4),2,3,0.5
,FL2012,Tiếng Anh VN III,2(2-1-0-4),2,3,0.7
,FL2013,Tiếng Anh VN IV,2(2-1-0-4),2,3,0.7
,FL3114,Tiếng Anh VN V,2(2-1-0-4),2,3,0.7
,FL3115,Tiếng Anh VN VI,2(2-1-0-4),2,3,0.7
,FL3116,Tiếng Anh VN VII,2(2-1-0-4),2,3,0.7
,FL3117,Tiếng Anh CNTT III,2(2-1-0-4),2,3,0.7
,FL1428,Tiếng Pháp AUF3,2(2-1-5-10),2,10.5,0.7
,FL1429,Tiếng Pháp AUF4,2(2-1-5-10),2,10.5,0.7
,ME4010,Cấu tạo ô tô I,3(3-0-1-6),3,4.5,0.6
,ME4012,Máy và dụng cụ cắt,2(2-1-0-4),2,3,0.7
,ME4013,Chi tiết cơ cấu chính xác,2(2-0-1-4),2,3.5,0.6
,ME4014,Lý thuyết hàn,2(2-1-0.5-4),2,4,0.6
,ME4015,Lý thuyết biến dạng dẻo kim loại,3(3-2-0-6),3,5,0.7
,ME4016,Vật liệu chất dẻo và composite,2(2-1-1-4),2,4.5,0.6
,ME4020,Cấu tạo ô tô II,3(3-0-1-6),3,4.5,0.6
