,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4415,TN chuyên ngành QTTB,2(0-0-4-4),2,6,0.8
,BF4416,Máy tự động trong sản xuất TP,2(2-0-0-4),2,2,0.8
,BF4419,Ứng dụng tin học trong tính toán thiết kế máy và thiết bị,2(2-1-0-4),2,3,0.8
,BF4421,Đồ án chuyên ngành QTTB,2(0-0-4-4),2,4,1
,BF4580,Thực tập kỹ thuật,2(2-0-6-4),2,4,0.5
,BF4591,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,CH3452,Mô phỏng trong CNHH,3(2-0-2-6),3,5,0.7
,CH3900,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.6
,CH3902,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.6
,CH4103,Vật liệu gia cường trong Polyme-Composit,3(3-0-0-6),3,3,0.7
,CH4026,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4030,Động học xúc tác,2(2-1-0-4),2,3,0.7
,CH4032,Hóa học dầu mỏ - khí,2(2-1-0-4),2,3,0.7
,CH4034,Sản phẩm dầu mỏ,2(2-0-0-4),2,2,0.7
,CH4036,Công nghệ chế biến dầu,3(3-1-0-6),3,4,0.7
,CH4038,Công nghệ chế biến khí,2(2-1-0-4),2,3,0.7
,CH4040,Công nghệ tổng hợp hữu cơ hóa dầu,2(2-1-0-4),2,3,0.7
,CH4042,Thiết bị phản ứng trong công nghiệp lọc hóa dầu,2(2-1-0-4),2,3,0.7
,CH4083,TN CN vật liệu Polyme,2(0-0-4-4),2,6,0.7
,BF3125,Kỹ thuật đo lường và điều khiển quá trình công nghệ,2(2-0-1-4),2,3.5,0.7
