,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME3041,Sức bền vật liệu,3(3-0-1-6),3,4.5,0.7
,ME3xxxy,Thực tập công nhân, ,4,4,1
,EE3656,Điện tử số,3(2-1-1-4),3,4.5,0.7
,TE3600,Kỹ thuật thủy khí,2(2-1-0-4),2,3,0.7
,IT3094,Cơ sở dữ liệu,3(3-0-1-6),3,4.5,0.5
,HE3xxx,CHDCVCHMTLT,x,3,5,0.7
,MI1120,Giải tích II,3(2-2-0-6),3,4,0.5
,ET4062,Điện tử số,2(2-1-0-4),2,3,0.7
,IT3101,Lý thuyết và ngôn ngữ hướng đối tượng,2(2-0-0-4),2,2,0.7
,NE3070,Vật lý lò phản ứng hạt nhân,3(3-0-0-6),3,3,0.7
,NE3080,Máy gia tốc và ứng dụng,3(3-1-1-4),3,5.5,0.7
,NE3060,Liều lượng học và bảo vệ an toàn bức xạ,3(3-1-1-6),3,5.5,0.7
,NE3090,Cơ sở vật lý môi trường,2(2-1-1-4),2,4.5,0.7
,NE3100,Cơ học chất lưu,3(3-0.5-0-6),3,3.5,0.7
,NE3110,Nhà máy nhiệt điện và điện hạt nhân,3(3-0.5-0-6),3,3.5,0.7
,NE3130,Thực tập kỹ thuật,3(0-0-6-12),3,6,0.7
,NE3140,Đồ án thiết kế,2(1-2-0-4),2,3,0.7
,NE3001,Kỹ thuật phân tích hạt nhân,3(2-0.5-0.5-4),3,3.5,0.7
,EE3409,Lý thuyết điều khiển tự động,3(2-1-1-6),3,4.5,0.7
,NE3002,Phương pháp tính toán số và LT ứng dụng,2(2-0-0-6),2,2,0.7
