,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EV3108,Đồ án I,2(0-4-0-4),2,4,0.5
,EV3109,Kỹ thuật kiểm soát ô nhiễm không khí,3(3-0-1-6),3,4.5,0.7
,EV3224,Phân tích chất lượng môi trường,3(2-0-2-6),3,5,0.6
,EV3225,Quản lý chất thải nguy hại,2(2-1-0-4),2,3,0.6
,IT3150,Project I,2(0-0-4-8),2,4,0.5
,IT3160,Nhập môn Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.6
,FL1144,Listening,3(2-2-0-6),0,4,0.5
,BF3050,Hoá sinh,4(4-0-0-8),4,4,0.7
,IT3290E,Database Lab,2(0-4-0-4),2,4,0.6
,IT4182E,Compiler Construction Lab,2(0-0-4-4),2,6,0.7
,IT3280E,Assembly Language and Computer Architecture Lab,2(0-4-0-4),2,4,0.7
,IT4552E,Web Programming,2(0-0-4-4),2,6,0.7
,IT4062E,Network Programming,2(0-4-0-4),2,4,0.5
,IT4944E,ITSS Linux System and Network Management,2(0-0-4-4),2,6,0.7
,IT4945E,ITSS Software Development,2(0-0-4-4),2,6,0.5
,IT4946E,ITSS Embedded Linux,2(0-0-4-4),2,6,0.7
,IT4947E,ITSS Project Management for Embedded System,2(0-0-4-4),2,4,0.7
,IT3170,Thuật toán ứng dụng,2(2-0-1-4),2,3.5,0.6
,IT3180,Nhập môn công nghệ phần mềm,3(2-2-0-6),3,4,0.6
,IT3190,Nhập môn Học máy và khai phá dữ liệu,3(3-1-0-6),3,4,0.6
