,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI1017,Toán đại cương I,2(2-0-0-4),2,2,0.7
,ICT1010,Giới thiệu ICT,2,2,2,1
,ICT1020,Kiến thức máy tính,4,4,4,1
,ICT1030,Đạo lý máy tính,2,2,2,1
,ICT1041,Tiếng Nhật 1,8(0-16-0-16),8,16,1
,FL1012,Tiếng Anh VN I,3(2-1-0-4),3,3,1
,SSH1060,Luật,2(2-0-0-4),2,2,0.7
,MI1014,Toán I,5(5-3-0-10),5,8,0.5
,FL1011,Tiếng Anh KSCLC I,5(5-2-0-10),5,7,0.5
,EV1014,Môi trường,2(2-0-0-4),2,2,0.7
,FL1016,Kỹ năng nói TA I,2(2-2-0-4),2,4,0.5
,FL1017,Kỹ năng nghe TA I,2(2-2-0-4),2,4,0.6
,FL1018,Kỹ năng đọc TA I,2(2-2-0-4),2,4,0.6
,FL1019,Kỹ năng viết TA I,2(2-2-0-4),2,4,0.5
,IT1013,Tin học đại cương,4(3-0-2-6),4,6,1
,PH1017,Vật lý,4(4-0-0-8),4,4,0.7
,ICT1043,Tiếng Nhật 3,4(0-8-0-8),4,8,1
,FL1013,Tiếng Anh VN II,2(2-1-0-4),2,3,0.7
,FL1021,Tiếng Anh KSCLC II,3(3-2-0-6),3,5,0.5
,FL1026,Kỹ năng nói TA II,2(2-2-0-4),2,4,0.5
