,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME2215,Cơ học kỹ thuật 1,2(2-1-0-3),2,3,0.7
,CH2003,Nhập môn hóa học,2(2-0-1-4),2,3.5,0.7
,MSE4336,Vật liệu nano,3(2-1-0-6),3,3,0.7
,BF2511,Nhập môn Công nghệ thực phẩm,2(2-0-1-4),2,3.5,0.6
,BF2701,Nhập môn kỹ thuật sinh học,2(1-1-1-4),2,3.5,0.5
,BF2702,Hóa sinh,4(4-0-0-8),4,4,0.6
,BF2703,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.8
,BF3501,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.7
,BF3507,Hoá sinh,4(4-0-0-8),4,4,0.6
,BF3508,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.8
,BF3509,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,0.6
,BF3513,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7
,BF3514,Dinh dưỡng,2(2-0-0-4),2,2,0.7
,BF3515,An toàn thực phẩm,2(2-0-0-4),2,2,0.7
,BF3522,Vật lý học Thực phẩm,2(2-0-0-4),2,2,0.6
,BF3524,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,0.7
,BF3525,Quản lý chất lượng trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7
,BF3531,Quá trình và thiết bị CNTP I,2(2-0-1-4),2,3.5,0.7
,BF3532,Quá trình và thiết bị CNTP II,3(2-1-1-6),3,4.5,0.7
,BF3533,Quá trình và thiết bị CNTP III,3(2-1-1-6),3,4.5,0.7
