,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FLE2215,International studies 2,3(2-1-0-4),3,3,0.5
,FLE2212,English for Professional Purposes 1,4(3-2-0-8),4,5,0.5
,FLE2213,Theory of translation and interpretation,2(2-0-0-4),2,2,0.6
,ME5015,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.5
,ME5115,Đồ án tốt nghiệp kỹ sư Cơ điện tử,9(0-0-18-18),9,22.5,0.5
,EE4360,PLC và Mạng CN,2(2-0-1-4),2,3.5,0.7
,TEX5142,Đồ án phát triển sản phẩm may,3(0-0-6-6),3,6,0.5
,ME3211,Nguyên lý máy,2(2-1-0-4),2,3,0.6
,ME3091,Chi tiết máy,3(3-0-1-6),3,4.5,0.6
,ME3132,Đồ án chi tiết máy,2(0-0-4-4),2,4,1
,ET4270,Kiến trúc máy tính,3(3-1-1-6),3,5.5,0.7
,TEX5161,Đo lường dệt,2(2-0-1-4),2,3.5,0.7
,TEX5143,Đại cương xử lý hóa học sản phẩm dệt,3(3-0-0-6),3,3,0.7
,TEX5921,Thực tập tốt nghiệp,3(0-0-9-6),3,7.5,0.5
,TEX5023,Động học nhuộm,2(2-0-0-4),2,2,0.7
,TEX5083,"Đồ án TK nhà máy nhuộm-in, hoàn tất sản phẩm dệt",2(0-0-4-4),2,4,0.7
,TEX5923,Thực tập tốt nghiệp,3(0-0-9-6),3,7.5,0.5
,TEX5913,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,TEX5132,Công nghệ SP may từ vật liệu đặc biệt,2(2-0-0-4),2,2,0.7
,TEX5133,Xử lý hoàn tất sản phẩm may,2(2-0-0-4),2,2,0.7
