,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE5823,Đồ án chuyên ngành I,3(0-0-6-12),3,6,0.7
,TE5813,Máy bay trực thăng,2(2-0-0-4),2,2,0.5
,TE5824,Đồ án chuyên ngành II,2(0-0-4-8),2,4,0.7
,TE5951,Mỏi của vật liệu và kết cấu,3(2-2-0-6),3,4,0.5
,TE5901,Âm khí động,3(2-2-0-6),3,4,0.7
,TE5970,Định vị và dẫn đường hàng không,3(2-2-0-6),3,4,0.7
,TE6851,Tên lửa đẩy,3(2-2-0-6),3,4,0.7
,TE5008,Thực tập kỹ sư,6(0-0-12-24),6,15,0.5
,TE6995,Đồ án kỹ sư (KTHK),9(0-0-18-36),9,22.5,0.5
,TE5243,Đồ án chuyên ngành ôtô 1 (Ô tô 1),2(0-0-4-8),2,4,0.5
,TE5063,Đồ án chuyên ngành ôtô 1 (Ô tô 2),2(0-0-4-4),2,4,0.5
,TE5223,Hệ thống truyền lực ô tô thế hệ mới,2(2-0-0-4),2,2,0.7
,TE6350,Ô tô thông minh,2(2-0-0-4),2,2,0.7
,TE6312,Động lực học các hệ thống thủy khí trên ô tô và xe chuyên dụng,2(2-0-0-4),2,2,0.7
,TE6120,Công nghệ pin nhiên liệu,2(2-0-0-4),2,2,0.7
,TE6111,Hệ thống nhiên liệu trên ô tô hiện đại,2(2-0-0-4),2,2,0.7
,TE5014,Thực tập kỹ sư (Ô tô 1),6(0-0-12-24),6,15,0.5
,TE5015,Thực tập kỹ sư (Ô tô 2),6(0-0-12-24),6,15,0.5
,TE6001,Đồ án kỹ sư (Ô tô 1),9(0-12-6-36),9,22.5,0.5
,TE5244,Đồ án chuyên ngành ôtô 2 (Ô tô 1),3(0-4-2-6),3,6,0.5
