,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4083,Công nghệ máy chính xác,2(2-0-1-4),2,3.5,0.7
,ME4084,Thiết bị hàn II,2(2-1-0.5-4),2,4,0.6
,ME4085,Đồ án thiết bị dập tạo hình,1(0-2-0-2),1,2,1
,ME4086,Thiết bị đúc phun chất dẻo,2(2-0-0-4),2,2,0.7
,ME4090,Trang bị điện và HTĐK điện tử ô tô,4(4-1-1-8),4,6.5,0.6
,ME4091,Đồ án tin học trong cơ học,1(0-2-0-2),1,2,1
,ME4092,Trang bị điện cho máy,2(2-1-0-4),2,3,0.7
,ME4093,Kỹ thuật Laser,2(2-0-1-4),2,3.5,0.7
,ME4094,Ứng suất và biến dạng hàn,2(2-1-0.5-4),2,4,0.6
,ME4096,Các phần mềm chuyên dụng,2(2-1-0-4),2,3,0.7
,ME4100,Chẩn đoán trạng thái KT ô tô,2(2-1-0-4),2,3,0.7
,ME4101,Chuyên đề,1(1-1-0-2),1,2,1
,ME4102,FMS & CIM (BTL),2(2-1-0-4),2,3,0.6
,ME4103,Thiết bị in và văn phòng,2(2-1-0-4),2,3,0.7
,ME4104,Kết cấu hàn I,2(2-1-0-4),2,3,0.7
,ME4105,Đồ án thiết kế công nghệ và chế tạo khuôn dập tạo hình,4(0-8-0-16),4,8,1
,ME4106,Thiết kế khuôn,2(2-1-0-4),2,3,0.7
,ME4110,Máy và truyền động thuỷ lực,2(2-1-0-4),2,3,0.7
,ME4111,Lý thuyết tạo hình,2(2-1-0-4),2,3,0.7
,ME4112,Tự động hóa sản xuất,2(2-0-1-4),2,3.5,0.6
