,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM4214,Kỹ thuật nghiệp vụ ngoại thương,3(3-1-0-6),3,4,0.7
,EM4215,Khởi sự kinh doanh,2(2-0-0-4),2,2,0.6
,EM4216,Phương pháp nghiên cứu trong KD,2(2-1-0-4),2,3,0.6
,EM4217,Anh văn QTDN nâng cao,2(2-1-0-4),2,3,0.6
,EM4218,Hệ thống thông tin quản lý,3(3-1-0-6),3,4,0.5
,EM4300,Thực tập chuyên ngành MKT,2(0-0-4-8),2,4,1
,EM4311,Anh văn chuyên ngành MKT,2(2-1-0-4),2,3,0.6
,EM4312,Quản trị marketing,4(3-2-0-8),4,5,0.6
,EM4313,Quản trị Marketing,3(3-1-0-6),3,4,0.5
,EM4314,Hành vi người tiêu dùng,2(2-1-0-4),2,3,0.5
,EM4315,Nghiên cứu marketing,3(3-2-0-6),3,5,0.6
,EM4316,Thương mại điện tử,3(3-0-0-6),3,3,0.6
,EM4317,Marketing dịch vụ,2(2-1-0-4),2,3,0.5
,EM4318,Kỹ năng và quản trị bán hàng,2(2-1-0-4),2,3,0.6
,EM4319,Marketing quốc tế,2(2-0-0-4),2,2,0.6
,EM4321,Marketing quốc tế,2(2-1-0-4),2,3,0.6
,EM4322,Truyền thông marketing,2(2-1-0-4),2,3,0.6
,EM4323,Quản trị thương hiệu,2(2-1-0-4),2,3,0.5
,EM4324,Anh văn chuyên ngành Marketing nâng cao,2(2-1-0-4),2,3,0.6
,EM4325,Quản trị kênh phân phối,2(2-1-0-4),2,3,0.6
